"","self.time.r38824ae","self.time.rf09bcd7","self.time.r4ea4356","self.time.rab3e84e","self.time.r5c98a1f","self.pct.r38824ae","self.pct.rf09bcd7","self.pct.r4ea4356","self.pct.rab3e84e","self.pct.r5c98a1f","total.time.r38824ae","total.time.rf09bcd7","total.time.r4ea4356","total.time.rab3e84e","total.time.r5c98a1f","total.pct.r38824ae","total.pct.rf09bcd7","total.pct.r4ea4356","total.pct.rab3e84e","total.pct.r5c98a1f","mem.total.r38824ae","mem.total.rf09bcd7","mem.total.r4ea4356","mem.total.rab3e84e","mem.total.r5c98a1f","samples.r38824ae","samples.rf09bcd7","samples.r4ea4356","samples.rab3e84e","samples.r5c98a1f"
"""FUN"".ecoliHMMEVAL50_selac_UNREST_quadrature",0.05,0.075,0.00416666666666667,0,0.211111111111111,0.0117647058823529,0.015,0,0,0.00777777777777778,252.170588235294,613.133333333333,239.079166666667,0,2766.63055555556,58.6041176470588,99.7516666666667,8.33,0,94.4011111111111,49166.6,114651.866666667,55266.5,0,10568.9944444444,17,6,12,12,18
"GrahamDB-selac-ca13013/R/selac.R#1111#""TreeTraversalODE"".ecoliHMMEVAL50_selac_UNREST_quadrature",0,0,0,0,0.730555555555556,0,0,0,0,0.0238888888888889,0,0,0,0,2906.56944444444,0,0,0,0,99.9533333333333,0,0,0,0,11105.4111111111,17,6,12,12,18
"deSolve/R/ode.R#22#""rk"".ecoliHMMEVAL50_selac_UNREST_quadrature",0,0,0,0,0.563888888888889,0,0,0,0,0.0194444444444444,0,0,0,0,2891.07222222222,0,0,0,0,99.4105555555556,0,0,0,0,10960.0555555556,17,6,12,12,18
"deSolve/R/rk.R#210#"".Call"".ecoliHMMEVAL50_selac_UNREST_quadrature",0,0,0,0,2882.82222222222,0,0,0,0,99.1277777777778,0,0,0,0,2883.28888888889,0,0,0,0,99.1438888888889,0,0,0,0,10878.0777777778,17,6,12,12,18
"GrahamDB-selac-ca13013/R/selac.R#3468#""ode"".ecoliHMMEVAL50_selac_UNREST_quadrature",0,0,0,0,0.166666666666667,0,0,0,0,0.00444444444444444,0,0,0,0,2731.55277777778,0,0,0,0,94.3577777777778,0,0,0,0,10435.9444444444,17,6,12,12,18
"""lapply"".ecoliHMMEVAL50_selac_UNREST_quadrature",0.0176470588235294,0.0333333333333333,0.00416666666666667,0.00416666666666667,0.0805555555555556,0.00352941176470588,0.00666666666666667,0,0,0.00166666666666667,0.317647058823529,0.0833333333333333,0.00416666666666667,0.00833333333333333,2586.79444444444,0.0735294117647059,0.0133333333333333,0,0,88.8494444444444,73.6235294117647,37.2166666666667,0.641666666666667,0.316666666666667,9902.45555555556,17,6,12,12,18
"GrahamDB-selac-4ea4356/R/selac.R#3574#""as.vector"".ecoliHMMEVAL50_selac_UNREST_quadrature",3.92058823529412,7.84166666666667,12.25,0,0,0.898235294117647,1.27833333333333,0.439166666666667,0,0,64.5176470588235,130.05,2335.61666666667,0,0,14.7858823529412,21.175,83.5275,0,0,11314.9235294118,22875.5333333333,540884.325,0,0,17,6,12,12,18
"GrahamDB-selac-4ea4356/R/selac.R#3574#""%*%"".ecoliHMMEVAL50_selac_UNREST_quadrature",0.294117647058824,0.725,2319.9375,0,0,0.0670588235294118,0.115,82.9658333333333,0,0,57.0382352941176,115.375,2320.8,0,0,13.0694117647059,18.7833333333333,82.9975,0,0,10045.8882352941,20237.7,537508.491666667,0,0,17,6,12,12,18
"expm/R/expm_vec.R#78#""as.vector"".ecoliHMMEVAL50_selac_UNREST_quadrature",0,0,0,12.1791666666667,0,0,0,0,0.439166666666667,0,0,0,0,2318.90833333333,0,0,0,0,83.4366666666667,0,0,0,0,536543.875,0,17,6,12,12,18
"expm/R/expm_vec.R#78#""%*%"".ecoliHMMEVAL50_selac_UNREST_quadrature",0,0,0,2303.2125,0,0,0,0,82.8741666666667,0,0,0,0,2304.05416666667,0,0,0,0,82.905,0,0,0,0,533182.925,0,17,6,12,12,18
"GrahamDB-selac-e94b31e/R/selac.R#1444#""GetLikelihoodSAC_CodonForManyCharVaryingBySiteEvolvingAA"".ecoliHMMEVAL50_selac_UNREST_quadrature",0.0323529411764706,0.0166666666666667,0.05,0.0333333333333333,0.0388888888888889,0.00647058823529412,0.00333333333333333,0,0,0,276.464705882353,105.083333333333,2324.25416666667,1640.85416666667,1433.35833333333,64.5664705882353,16.645,83.3083333333333,58.3158333333333,49.985,53804.0235294118,18099.3333333333,537878.833333333,379457.508333333,5592.25555555556,17,6,12,12,18
"GrahamDB-selac-4ea4356/R/selac.R#1120#""internal_expAtv"".ecoliHMMEVAL50_selac_UNREST_quadrature",0,136.566666666667,134.629166666667,0,0,0,22.1983333333333,4.81416666666667,0,0,0,264.775,1421.49166666667,0,0,0,43.08,50.8308333333333,0,0,0,46710.4333333333,328622.725,0,0,17,6,12,12,18
"GrahamDB-selac-86cc7e9/R/selac.R#1120#""expm::expAtv"".ecoliHMMEVAL50_selac_UNREST_quadrature",0,0,0,136.25,0,0,0,0,4.90416666666667,0,0,0,0,1410.8375,0,0,0,0,50.7575,0,0,0,0,325802.716666667,0,17,6,12,12,18
"GrahamDB-selac-4ea4356/R/selac.R#1123#""internal_expAtv"".ecoliHMMEVAL50_selac_UNREST_quadrature",0,130.066666666667,131.45,0,0,0,21.1633333333333,4.70166666666667,0,0,0,255.008333333333,1372.85416666667,0,0,0,41.49,49.1,0,0,0,54924.15,318192.216666667,0,0,17,6,12,12,18
"GrahamDB-selac-86cc7e9/R/selac.R#1123#""expm::expAtv"".ecoliHMMEVAL50_selac_UNREST_quadrature",0,0,0,130.595833333333,0,0,0,0,4.69833333333333,0,0,0,0,1366.16666666667,0,0,0,0,49.1658333333333,0,0,0,0,316166.658333333,0,17,6,12,12,18
"<expr>#760#""lSAC.c4mc.full"".ecoliHMMEVAL50_selac_UNREST_quadrature",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,12,12,18
"""doTryCatch"".ecoliHMMEVAL50_selac_UNREST_quadrature",0.261764705882353,0.458333333333333,0,0,0.00555555555555556,0.0605882352941177,0.075,0,0,0,436.294117647059,614.658333333333,0,0,310.4,100,100,0,0,11.1111111111111,87529.5823529412,115222.783333333,0,0,1247.39444444444,17,6,12,12,18
"""tryCatch"".ecoliHMMEVAL50_selac_UNREST_quadrature",0.258823529411765,0.325,0,0,0.00277777777777778,0.0576470588235294,0.0516666666666667,0,0,0,436.294117647059,614.658333333333,0,0,145.213888888889,100,100,0,0,5.55555555555556,87529.5823529412,115222.783333333,0,0,630.4,17,6,12,12,18
"""tryCatchList"".ecoliHMMEVAL50_selac_UNREST_quadrature",0.0970588235294118,0.133333333333333,0.00416666666666667,0,0.00277777777777778,0.0211764705882353,0.0216666666666667,0,0,0,409.791176470588,614.658333333333,223.816666666667,0,160.211111111111,94.1176470588235,100,8.33333333333333,0,5.55555555555556,82232.0117647059,115222.783333333,52040.125,0,683.044444444444,17,6,12,12,18
"<expr>#986#""lSAC.c4mc.full"".ecoliHMMEVAL50_selac_UNREST_quadrature",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,12,12,18
"""tryCatchOne"".ecoliHMMEVAL50_selac_UNREST_quadrature",0.0735294117647059,0.0916666666666667,0,0,0,0.0158823529411765,0.0166666666666667,0,0,0,312.173529411765,523.466666666667,0,0,0,70.5882352941177,83.3333333333333,0,0,0,63361.2411764706,99443,0,0,0,17,6,12,12,18
"GrahamDB-selac-2a88b49/R/selac.R#1250#""GetLikelihoodSAC_CodonForSingleCharGivenOptimumHMMScoring"".ecoliHMMEVAL50_selac_UNREST_quadrature",0.155882352941176,0,0,0,0,0.0358823529411765,0,0,0,0,347.685294117647,0,0,0,0,79.6805882352941,0,0,0,0,63780.9058823529,0,0,0,0,17,6,12,12,18
"GrahamDB-selac-2a88b49/R/selac.R#1122#""internal_expAtv"".ecoliHMMEVAL50_selac_UNREST_quadrature",130.955882352941,0,0,0,0,30.0117647058824,0,0,0,0,261.773529411765,0,0,0,0,59.9794117647059,0,0,0,0,48609.3882352941,0,0,0,0,17,6,12,12,18
"GrahamDB-selac-e94b31e/R/selac.R#1454#""GetLikelihoodSAC_CodonForManyCharVaryingBySiteEvolvingAA"".ecoliHMMEVAL50_selac_UNREST_quadrature",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,12,12,18
""".Call"".ecoliHMMEVAL50_selac_UNREST_quadrature",70.4058823529412,107.633333333333,0,0,0,16.1335294117647,17.525,0,0,0,79.5558823529412,121.2,0,0,0,18.2323529411765,19.7316666666667,0,0,0,15624.1470588235,21167.8666666667,0,0,0,17,6,12,12,18
"""%*%"".ecoliHMMEVAL50_selac_UNREST_quadrature",1.77058823529412,2.75,0,0.104166666666667,0,0.405882352941176,0.448333333333333,0,0.00166666666666667,0,78.8352941176471,118.666666666667,0,0.104166666666667,0,18.0664705882353,19.32,0,0.00166666666666667,0,15632.2941176471,20804.8333333333,0,25.6833333333333,0,17,6,12,12,18
"""replCmat4"".ecoliHMMEVAL50_selac_UNREST_quadrature",81.1676470588235,86.8333333333333,0,0,0,18.6129411764706,14.125,0,0,0,84.9411764705882,90.6833333333333,0,0,0,19.4752941176471,14.75,0,0,0,14979.7058823529,12535.3,0,0,0,17,6,12,12,18
"GrahamDB-selac-2a88b49/R/selac.R#1225#""exp_A_tvec_codon"".ecoliHMMEVAL50_selac_UNREST_quadrature",45.2235294117647,0,0,0,0,10.37,0,0,0,0,86.0647058823529,0,0,0,0,19.7370588235294,0,0,0,0,23010.1764705882,0,0,0,0,17,6,12,12,18
"GrahamDB-selac-4ea4356/R/selac.R#3591#""%*%"".ecoliHMMEVAL50_selac_UNREST_quadrature",0.00294117647058824,0.025,78.1833333333333,0,0,0.000588235294117647,0.005,2.795,0,0,0.123529411764706,2.09166666666667,78.1958333333333,0,0,0.0288235294117647,0.348333333333333,2.79583333333333,0,0,22.3470588235294,306.166666666667,19007.175,0,0,17,6,12,12,18
"expm/R/expm_vec.R#95#""%*%"".ecoliHMMEVAL50_selac_UNREST_quadrature",0,0,0,77.0166666666667,0,0,0,0,2.76916666666667,0,0,0,0,77.0291666666667,0,0,0,0,2.77,0,0,0,0,18683.4583333333,0,17,6,12,12,18
"""[<-"".ecoliHMMEVAL50_selac_UNREST_quadrature",0.0470588235294118,0.0333333333333333,0,0,0,0.0105882352941176,0.00666666666666667,0,0,0,49.4264705882353,45.075,0,0,0,11.5205882352941,7.35166666666667,0,0,0,8533.14117647059,5743.61666666667,0,0,0,17,6,12,12,18
"GrahamDB-selac-2a6c393/R/selac.R#1127#""[<-"".ecoliHMMEVAL50_selac_UNREST_quadrature",0,0.0416666666666667,0,0,0,0,0.00833333333333333,0,0,0,0,60.125,0,0,0,0,9.83666666666667,0,0,0,0,8803.28333333333,0,0,0,17,6,12,12,18
"GrahamDB-selac-2a88b49/R/selac.R#1126#""[<-"".ecoliHMMEVAL50_selac_UNREST_quadrature",0.0294117647058824,0,0,0,0,0.00647058823529412,0,0,0,0,39.7735294117647,0,0,0,0,9.19235294117647,0,0,0,0,7289.94117647059,0,0,0,0,17,6,12,12,18
"GrahamDB-selac-4ea4356/R/selac.R#3576#""sum"".ecoliHMMEVAL50_selac_UNREST_quadrature",11.6441176470588,24.1916666666667,25.0166666666667,0,0,2.66882352941176,3.92833333333333,0.895,0,0,11.6470588235294,24.1916666666667,25.025,0,0,2.66941176470588,3.92833333333333,0.895,0,0,1998.89411764706,3965.76666666667,5608.8,0,0,17,6,12,12,18
"expm/R/expm_vec.R#80#""sum"".ecoliHMMEVAL50_selac_UNREST_quadrature",0,0,0,23.7916666666667,0,0,0,0,0.856666666666667,0,0,0,0,23.7958333333333,0,0,0,0,0.856666666666667,0,0,0,0,5318.825,0,17,6,12,12,18
"GrahamDB-selac-4ea4356/R/selac.R#3599#""internal_expm"".ecoliHMMEVAL50_selac_UNREST_quadrature",0,0,3.2,0,0,0,0,0.1125,0,0,0,0,24.2458333333333,0,0,0,0,0.8675,0,0,0,0,5840.44166666667,0,0,17,6,12,12,18
"""new"".ecoliHMMEVAL50_selac_UNREST_quadrature",0.105882352941176,0.125,0,0,0,0.0229411764705882,0.02,0,0,0,14.0617647058824,22.0333333333333,0,0,0,3.20411764705882,3.58666666666667,0,0,0,2527.72941176471,3538.46666666667,0,0,0,17,6,12,12,18
"""initialize"".ecoliHMMEVAL50_selac_UNREST_quadrature",0.502941176470588,0.758333333333333,0,0,0,0.114705882352941,0.123333333333333,0,0,0,15.4441176470588,21.8,0,0,0,3.53588235294118,3.54833333333333,0,0,0,2793.44117647059,3499.41666666667,0,0,0,17,6,12,12,18
"""*"".ecoliHMMEVAL50_selac_UNREST_quadrature",0.235294117647059,0.233333333333333,0,0,0,0.0523529411764706,0.04,0,0,0,14.0852941176471,20.5833333333333,0,0,0,3.22529411764706,3.355,0,0,0,2531.28235294118,3173.43333333333,0,0,0,17,6,12,12,18
"GrahamDB-selac-2a88b49/R/selac.R#3780#""as.vector"".ecoliHMMEVAL50_selac_UNREST_quadrature",1.38823529411765,0,0,0,0,0.317647058823529,0,0,0,0,22.2294117647059,0,0,0,0,5.09823529411765,0,0,0,0,5860.37058823529,0,0,0,0,17,6,12,12,18
"GrahamDB-selac-f09bcd7/R/selac.R#3597#""internal_expm"".ecoliHMMEVAL50_selac_UNREST_quadrature",1.31176470588235,2.875,0,0,0,0.3,0.468333333333333,0,0,0,9.76764705882353,20.5666666666667,0,0,0,2.23941176470588,3.34,0,0,0,1751.95294117647,3612.35,0,0,0,17,6,12,12,18
"""callNextMethod"".ecoliHMMEVAL50_selac_UNREST_quadrature",0.814705882352941,1.175,0,0,0,0.185882352941176,0.191666666666667,0,0,0,13.5441176470588,19.2416666666667,0,0,0,3.09823529411765,3.13333333333333,0,0,0,2480.05882352941,3126.25,0,0,0,17,6,12,12,18
"GrahamDB-selac-4ea4356/R/selac.R#3592#""*"".ecoliHMMEVAL50_selac_UNREST_quadrature",0.0411764705882353,0.1,0,0,0,0.00882352941176471,0.0183333333333333,0,0,0,6.24117647058824,20.6833333333333,0,0,0,1.45647058823529,3.37166666666667,0,0,0,998.864705882353,3194.9,0,0,0,17,6,12,12,18
"GrahamDB-selac-4ea4356/R/selac.R#3576#""<GC>"".ecoliHMMEVAL50_selac_UNREST_quadrature",10.4970588235294,15.9416666666667,17.2791666666667,0,0,2.39882352941176,2.60666666666667,0.6175,0,0,10.4970588235294,15.9416666666667,17.2791666666667,0,0,2.39882352941176,2.60666666666667,0.6175,0,0,3573.33529411765,9775.68333333333,3790.25,0,0,17,6,12,12,18
"GrahamDB-selac-4ea4356/R/selac.R#3577#""<GC>"".ecoliHMMEVAL50_selac_UNREST_quadrature",10.3147058823529,14.9166666666667,17.9708333333333,0,0,2.36,2.42666666666667,0.640833333333333,0,0,10.3147058823529,14.9166666666667,17.9708333333333,0,0,2.36,2.42666666666667,0.640833333333333,0,0,3535.32941176471,9291.06666666667,3929.78333333333,0,0,17,6,12,12,18
"GrahamDB-selac-2a88b49/R/selac.R#3780#""%*%"".ecoliHMMEVAL50_selac_UNREST_quadrature",0.111764705882353,0,0,0,0,0.0252941176470588,0,0,0,0,17.5058823529412,0,0,0,0,3.97117647058824,0,0,0,0,4591.81176470588,0,0,0,0,17,6,12,12,18
""".nextMethod"".ecoliHMMEVAL50_selac_UNREST_quadrature",0.738235294117647,1.1,0,0,0,0.168823529411765,0.178333333333333,0,0,0,10.9882352941176,15.4666666666667,0,0,0,2.51588235294118,2.51833333333333,0,0,0,2002.90588235294,2455.95,0,0,0,17,6,12,12,18
"""validObject"".ecoliHMMEVAL50_selac_UNREST_quadrature",1.15,1.59166666666667,0,0,0,0.263529411764706,0.26,0,0,0,8.77352941176471,12.6416666666667,0,0,0,2.00941176470588,2.06166666666667,0,0,0,1624.2,1965.83333333333,0,0,0,17,6,12,12,18
"GrahamDB-selac-4ea4356/R/selac.R#3632#""as.vector"".ecoliHMMEVAL50_selac_UNREST_quadrature",2.34411764705882,4.94166666666667,6.05,0,0,0.538823529411765,0.803333333333333,0.215833333333333,0,0,3.71176470588235,7.30833333333333,8.46666666666667,0,0,0.851176470588235,1.19,0.301666666666667,0,0,713.988235294118,1419.38333333333,2106.01666666667,0,0,17,6,12,12,18
"""as"".ecoliHMMEVAL50_selac_UNREST_quadrature",0.470588235294118,0.866666666666667,0,0,0,0.108235294117647,0.141666666666667,0,0,0,5.72352941176471,8.01666666666667,0,0,0,1.31,1.30666666666667,0,0,0,1069.21764705882,1314.71666666667,0,0,0,17,6,12,12,18
""".classEnv"".ecoliHMMEVAL50_selac_UNREST_quadrature",1.21176470588235,1.95833333333333,0,0,0,0.28,0.318333333333333,0,0,0,4.61470588235294,7.41666666666667,0,0,0,1.05941176470588,1.205,0,0,0,902.141176470588,1365.38333333333,0,0,0,17,6,12,12,18
"""getClassDef"".ecoliHMMEVAL50_selac_UNREST_quadrature",1.65294117647059,2.51666666666667,0.1,0.0791666666666667,0,0.378235294117647,0.408333333333333,0.00333333333333333,0.000833333333333333,0,4.36764705882353,6.55833333333333,0.2625,0.258333333333333,0,0.998235294117647,1.06833333333333,0.01,0.01,0,811.470588235294,1020.81666666667,68.6083333333333,66.0416666666667,0,17,6,12,12,18
"""rowSums"".ecoliHMMEVAL50_selac_UNREST_quadrature",0.0441176470588235,0.116666666666667,0,0,0,0.00941176470588235,0.02,0,0,0,1.62058823529412,6.475,0,0,0,0.374705882352941,1.055,0,0,0,238.411764705882,1040.25,0,0,0,17,6,12,12,18
"GrahamDB-selac-819329e/R/selac.R#3524#""Matrix::norm"".ecoliHMMEVAL50_selac_UNREST_quadrature",0.0617647058823529,0.125,0,0,0,0.0141176470588235,0.02,0,0,0,2.06470588235294,5.80833333333333,0,0,0,0.477058823529412,0.945,0,0,0,292.994117647059,935.183333333333,0,0,0,17,6,12,12,18
"""as.vector"".ecoliHMMEVAL50_selac_UNREST_quadrature",3.82058823529412,5.675,0,0,0,0.878823529411765,0.926666666666667,0,0,0,3.82352941176471,5.74166666666667,0,0,0,0.879411764705882,0.94,0,0,0,703.247058823529,844.483333333333,0,0,0,17,6,12,12,18
"""anyStrings"".ecoliHMMEVAL50_selac_UNREST_quadrature",0.120588235294118,0.241666666666667,0,0,0,0.0270588235294118,0.04,0,0,0,3.16470588235294,5.825,0,0,0,0.728235294117647,0.955,0,0,0,570.682352941177,815.533333333333,0,0,0,17,6,12,12,18
"""is"".ecoliHMMEVAL50_selac_UNREST_quadrature",1.88235294117647,2.65833333333333,0,0,0,0.431176470588235,0.433333333333333,0,0,0,3.74705882352941,5.63333333333333,0,0,0,0.858235294117647,0.92,0,0,0,715.023529411765,961.45,0,0,0,17,6,12,12,18
"""callGeneric"".ecoliHMMEVAL50_selac_UNREST_quadrature",0.4,0.625,0,0,0,0.0917647058823529,0.101666666666667,0,0,0,2.95882352941176,5.825,0,0,0,0.679411764705882,0.948333333333333,0,0,0,450.870588235294,951.883333333333,0,0,0,17,6,12,12,18
"""Matrix::norm"".ecoliHMMEVAL50_selac_UNREST_quadrature",0.0470588235294118,0.075,0.0791666666666667,0.0875,0,0.0105882352941176,0.0133333333333333,0.0025,0.0025,0,1.87058823529412,5.825,0.479166666666667,0.541666666666667,0,0.429411764705882,0.926666666666667,0.0166666666666667,0.0191666666666667,0,244.123529411765,931.3,119.316666666667,126.416666666667,0,17,6,12,12,18
"""validityMethod"".ecoliHMMEVAL50_selac_UNREST_quadrature",0.244117647058824,0.308333333333333,0,0,0,0.0558823529411765,0.05,0,0,0,3.65882352941176,5.54166666666667,0,0,0,0.838235294117647,0.906666666666667,0,0,0,659.376470588235,764.733333333333,0,0,0,17,6,12,12,18
"""getClass"".ecoliHMMEVAL50_selac_UNREST_quadrature",0.894117647058824,1.28333333333333,0,0,0,0.204117647058824,0.21,0,0,0,3.03235294117647,4.59166666666667,0,0,0,0.694117647058824,0.746666666666667,0,0,0,595.476470588235,667.783333333333,0,0,0,17,6,12,12,18
"""<GC>"".ecoliHMMEVAL50_selac_UNREST_quadrature",3.54411764705882,4.175,3.24166666666667,3.3875,0.783333333333333,0.811176470588235,0.683333333333333,0.1175,0.121666666666667,0.0277777777777778,3.54411764705882,4.175,3.24166666666667,3.3875,0.783333333333333,0.811176470588235,0.683333333333333,0.1175,0.121666666666667,0.0277777777777778,1180.05294117647,2624.3,818.391666666667,852.533333333333,143.122222222222,17,6,12,12,18
""".requirePackage"".ecoliHMMEVAL50_selac_UNREST_quadrature",1.83823529411765,2.75833333333333,0,0,0,0.421764705882353,0.451666666666667,0,0,0,2.74411764705882,4.29166666666667,0,0,0,0.629411764705882,0.7,0,0,0,552.147058823529,712.316666666667,0,0,0,17,6,12,12,18
"GrahamDB-selac-2a88b49/R/selac.R#3782#""sum"".ecoliHMMEVAL50_selac_UNREST_quadrature",3.85,0,0,0,0,0.883529411764706,0,0,0,0,3.85,0,0,0,0,0.883529411764706,0,0,0,0,994.894117647059,0,0,0,0,17,6,12,12,18
"GrahamDB-selac-2a88b49/R/selac.R#3809#""internal_expm"".ecoliHMMEVAL50_selac_UNREST_quadrature",0.482352941176471,0,0,0,0,0.110588235294118,0,0,0,0,3.25,0,0,0,0,0.745294117647059,0,0,0,0,861.158823529412,0,0,0,0,17,6,12,12,18
""".local"".ecoliHMMEVAL50_selac_UNREST_quadrature",0.0205882352941176,0.00833333333333333,0,0,0,0.00411764705882353,0.00166666666666667,0,0,0,0.964705882352941,1.125,0,0,0,0.228235294117647,0.181666666666667,0,0,0,164.047058823529,193.566666666667,0,0,0,17,6,12,12,18
"<expr>#1042#""lSAC.c4mc.full"".ecoliHMMEVAL50_selac_UNREST_lognormal",0.0470588235294118,0.05,0.05,0.05,0.0416666666666667,0.00941176470588235,0.01,0,0,0,428.173529411765,652.266666666667,3001.29166666667,2980.65833333333,2454.49444444444,94.1176470588235,100,100,100,83.3333333333333,87353.9588235294,114361.666666667,694602.308333333,689378.558333333,9740.65555555556,17,6,12,12,18
"GrahamDB-selac-2a6c393/R/selac.R#1212#""GetLikelihoodSAC_CodonForSingleCharGivenOptimumHMMScoring"".ecoliHMMEVAL50_selac_UNREST_lognormal",0,0.141666666666667,0.341666666666667,0.445833333333333,0,0,0.0216666666666667,0.01,0.0141666666666667,0,0,541.641666666667,2999.99166666667,2979.375,0,0,83.135,99.9575,99.9583333333333,0,0,95104.1333333333,694144.508333333,688909.483333333,0,17,6,12,12,18
"""FUN"".ecoliHMMEVAL50_selac_UNREST_lognormal",0.0617647058823529,0.075,0,0,0.25,0.0123529411764706,0.0133333333333333,0,0,0.00888888888888889,353.538235294118,544.741666666667,0,0,2915.43333333333,76.2105882352941,83.1366666666667,0,0,99.9538888888889,72491.3941176471,95412.6,0,0,11151.4055555556,17,6,12,12,18
"GrahamDB-selac-ca13013/R/selac.R#1111#""TreeTraversalODE"".ecoliHMMEVAL50_selac_UNREST_lognormal",0,0,0,0,0.7,0,0,0,0,0.0233333333333333,0,0,0,0,2915.39444444444,0,0,0,0,99.9527777777778,0,0,0,0,11148.9222222222,17,6,12,12,18
"deSolve/R/ode.R#22#""rk"".ecoliHMMEVAL50_selac_UNREST_lognormal",0,0,0,0,0.588888888888889,0,0,0,0,0.0194444444444444,0,0,0,0,2888.30277777778,0,0,0,0,99.0111111111111,0,0,0,0,10911.7,17,6,12,12,18
"deSolve/R/rk.R#210#"".Call"".ecoliHMMEVAL50_selac_UNREST_lognormal",0,0,0,0,2880.20277777778,0,0,0,0,98.7316666666667,0,0,0,0,2880.625,0,0,0,0,98.7472222222222,0,0,0,0,10834.6611111111,17,6,12,12,18
"GrahamDB-selac-ca13013/R/selac.R#3468#""ode"".ecoliHMMEVAL50_selac_UNREST_lognormal",0,0,0,0,0.136111111111111,0,0,0,0,0.00444444444444444,0,0,0,0,2914.11111111111,0,0,0,0,99.9088888888889,0,0,0,0,11142.7555555556,17,6,12,12,18
"""lapply"".ecoliHMMEVAL50_selac_UNREST_lognormal",0.00882352941176471,0.0166666666666667,0.00833333333333333,0.0166666666666667,0.0916666666666667,0.00176470588235294,0.00333333333333333,0,0,0.00166666666666667,0.120588235294118,0.0166666666666667,0.00833333333333333,0.0208333333333333,2568.22777777778,0.0247058823529412,0.00333333333333333,0,0,88.8472222222222,22.7529411764706,8.36666666666667,2.29166666666667,5,9858.97777777778,17,6,12,12,18
"GrahamDB-selac-4ea4356/R/selac.R#3574#""as.vector"".ecoliHMMEVAL50_selac_UNREST_lognormal",4.35,9.26666666666667,13.6333333333333,0,0,0.955294117647059,1.42333333333333,0.454166666666667,0,0,68.3558823529412,139.725,2508.09583333333,0,0,15.0164705882353,21.42,83.5675,0,0,12101.3294117647,22793.1666666667,581016.125,0,0,17,6,12,12,18
"GrahamDB-selac-4ea4356/R/selac.R#3574#""%*%"".ecoliHMMEVAL50_selac_UNREST_lognormal",0.273529411764706,0.608333333333333,2490.7125,0,0,0.0594117647058824,0.0933333333333333,82.99,0,0,60.2352941176471,123.225,2491.44583333333,0,0,13.2341176470588,18.8933333333333,83.0133333333333,0,0,10539.9529411765,19955.2166666667,577196.808333333,0,0,17,6,12,12,18
"expm/R/expm_vec.R#78#""as.vector"".ecoliHMMEVAL50_selac_UNREST_lognormal",0,0,0,13.3583333333333,0,0,0,0,0.448333333333333,0,0,0,0,2488.84583333333,0,0,0,0,83.4966666666667,0,0,0,0,576030.116666667,0,17,6,12,12,18
"expm/R/expm_vec.R#78#""%*%"".ecoliHMMEVAL50_selac_UNREST_lognormal",0,0,0,2471.475,0,0,0,0,82.9125,0,0,0,0,2472.3125,0,0,0,0,82.9416666666667,0,0,0,0,572318.841666667,0,17,6,12,12,18
"GrahamDB-selac-e94b31e/R/selac.R#1444#""GetLikelihoodSAC_CodonForManyCharVaryingBySiteEvolvingAA"".ecoliHMMEVAL50_selac_UNREST_lognormal",0.0323529411764706,0,0.0583333333333333,0.0208333333333333,0.0472222222222222,0.00647058823529412,0,0.00166666666666667,0,0.00111111111111111,238.217647058824,0,2231.07916666667,993.8375,1936.04722222222,52.8341176470588,0,74.9775,33.3233333333333,66.6472222222222,49327.0823529412,0,516092.741666667,229366.441666667,7544.91666666667,17,6,12,12,18
"GrahamDB-selac-4ea4356/R/selac.R#1120#""internal_expAtv"".ecoliHMMEVAL50_selac_UNREST_lognormal",0,144.8,146.295833333333,0,0,0,22.2016666666667,4.875,0,0,0,284.258333333333,1523.475,0,0,0,43.5766666666667,50.755,0,0,0,47172.0166666667,352224.258333333,0,0,17,6,12,12,18
"GrahamDB-selac-86cc7e9/R/selac.R#1120#""expm::expAtv"".ecoliHMMEVAL50_selac_UNREST_lognormal",0,0,0,145.6875,0,0,0,0,4.88916666666667,0,0,0,0,1510.4875,0,0,0,0,50.6691666666667,0,0,0,0,348908.016666667,0,17,6,12,12,18
"GrahamDB-selac-4ea4356/R/selac.R#1123#""internal_expAtv"".ecoliHMMEVAL50_selac_UNREST_lognormal",0,140.183333333333,142.179166666667,0,0,0,21.4866666666667,4.735,0,0,0,274.133333333333,1475.875,0,0,0,42.0283333333333,49.1808333333333,0,0,0,55121,341761.425,0,0,17,6,12,12,18
"GrahamDB-selac-86cc7e9/R/selac.R#1123#""expm::expAtv"".ecoliHMMEVAL50_selac_UNREST_lognormal",0,0,0,141.1375,0,0,0,0,4.7375,0,0,0,0,1468.06666666667,0,0,0,0,49.2616666666667,0,0,0,0,339789.85,0,17,6,12,12,18
"<expr>#760#""lSAC.c4mc.full"".ecoliHMMEVAL50_selac_UNREST_lognormal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,12,12,18
